"Region","rsu_raf","nombre","glosa","fono","Socios","Socias","FechaConstitucion","Column1","NombreOficina","Empresa","total","tramo","tipo","anio","Mes","Dia","antiguedad","decada","codigo_region"
"Biobio",8010197,"SINDICATO DE TRABAJADORES INDEPENDIENTES CARRETILLEROS DE LA VEGA MONUMENTAL DE CONCEPCION","ACTIVO",NA,39,0,1987-06-10,NA,"IPT CONCEPCION",NA,39,"40 o menos","Independiente",1987,6,10,34,"Entre 1981 a 1990","08"
"Biobio",8060189,"SINDICATO DE TRABAJADORES INDEPENDIENTES BUZOS MARISCADORES DE LIRQUEN","ACTIVO",NA,48,0,1988-12-09,NA,"ICT TOME",NA,48,"Entre 41 y 50","Independiente",1988,12,9,33,"Entre 1981 a 1990","08"
"Biobio",8010290,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE LA PESCA ARTESANAL BUZOS MARISCADORES Y ACTIVIDADES CONEXAS DE LA CALETA CERRO VERDE.","ACTIVO",NA,37,0,1990-09-29,NA,"IPT CONCEPCION",NA,37,"40 o menos","Independiente",1990,9,29,31,"Entre 1981 a 1990","08"
"Biobio",8010302,"SINDICATO DE TRABAJADORES INDEPENDIENTES TRANSPORTISTAS MENORES DEL RECINTO FERIAL DE VEGA MONUMENTAL OCTAVA REGION.","ACTIVO",NA,38,0,1990-12-07,NA,"IPT CONCEPCION",NA,38,"40 o menos","Independiente",1990,12,7,31,"Entre 1981 a 1990","08"
"Biobio",8010356,"SINDICATO de trabajadores independientes limitados visuales de la octava region","ACTIVO",NA,15,13,1991-12-23,NA,"IPT CONCEPCION",NA,28,"40 o menos","Independiente",1991,12,23,30,"Entre 1991 a 2000","08"
"Biobio",8010426,"SINDICATO INDEPENDIENTE VENDEDORES DE PALOMITAS, MANI, CONFITES ENVASADOS Y ARTESANALES Y SIMILARES DE LA CIUDAD DE CONCEPCION","ACTIVO",NA,5,25,1994-04-19,NA,"IPT CONCEPCION",NA,30,"40 o menos","Independiente",1994,4,19,28,"Entre 1991 a 2000","08"
"Biobio",8010427,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE LA PESCA ARTESANAL,BUZOS MARISCADORES, AYUDANTES DE BUZO Y ACTIVIDADES CONEXAS DE LA CALETA CERRO VERDE""EL REFUGIO"".","ACTIVO","453390",28,0,1994-04-18,NA,"IPT CONCEPCION",NA,28,"40 o menos","Independiente",1994,4,18,28,"Entre 1991 a 2000","08"
"Biobio",8010448,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE COMERCIANTES FERIA LIBRE "" TIERRA BELLA "" DE CHIGUAYANTE Y HUALQUI","ACTIVO",NA,92,68,1994-12-05,NA,"IPT CONCEPCION",NA,160,"Entre 101 y 200","Independiente",1994,12,5,27,"Entre 1991 a 2000","08"
"Biobio",8010451,"SINDICATO DE TRABAJADORES LUSTRABOTAS INDEPENDIENTES DE LA CIDAD DE CONCEPCION","ACTIVO",NA,26,0,1995-01-28,NA,"IPT CONCEPCION",NA,26,"40 o menos","Independiente",1995,1,28,27,"Entre 1991 a 2000","08"
"Biobio",8060186,"SINDICATO DE TRABAJADORES PROFESIONALES INDEPENDIENTES ENCARPADORES, DESENCARPADORES, MOVILIZADORES DE CARGA,GRANELES Y MERCADERIAS, PRESTADORES DE SERVICIOS EN GENERAL EN PUERTO LIRQUEN.","ACTIVO","53631658",30,0,1996-05-02,NA,"ICT TOME",NA,30,"40 o menos","Independiente",1996,5,2,26,"Entre 1991 a 2000","08"
"Biobio",8010517,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES Y BUZOS ARTESANALES CARLOS CONDELL CERRO VERDE PENCO","ACTIVO","456137",26,2,1997-08-04,NA,"IPT CONCEPCION",NA,28,"40 o menos","Independiente",1997,8,4,24,"Entre 1991 a 2000","08"
"Ñuble",16010014,"SINDICATO DE TRABAJADORES INDEPENDIENTES EN PELUQUERIA DAMAS Y CABALLEROS DE LA PROVINCIA DE ÑUBLE","ACTIVO",NA,12,4,1947-06-12,"960200 PELUQUERÍA Y OTROS TRATAMIENTOS DE BELLEZA","IPT ÑUBLE (CHILLAN)",NA,16,"40 o menos","Independiente",1947,6,12,74,"Entre 1900 a 1950","16"
"Ñuble",16010034,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE SUPLEMENTEROS DE LA PROVINCIA DE ÑUBLE","ACTIVO",NA,18,15,1966-05-13,"476102 VENTA AL POR MENOR DE DIARIOS Y REVISTAS EN COMERCIOS ESPECIALIZADOS","IPT ÑUBLE (CHILLAN)",NA,33,"40 o menos","Independiente",1966,5,13,55,"Entre 1961 a 1970","16"
"Ñuble",16010044,"SINDICATO DE TRABAJADORES INDEPENDIENTES TAXISTAS DE ÑUBLE","ACTIVO",NA,31,1,1930-07-14,"492230 SERVICIOS DE TRANSPORTE DE PASAJEROS EN TAXIS LIBRES Y RADIOTAXIS","IPT ÑUBLE (CHILLAN)",NA,32,"40 o menos","Independiente",1930,7,14,91,"Entre 1900 a 1950","16"
"Ñuble",16010050,"SINDICATO DE TRABAJADORES INDEPENDIENTES EN VENTA DE HELADOS Y ARTICULOS ALIMENTICIOS DE LA PROVINCIA DE ÑUBLE","ACTIVO",NA,24,2,1981-04-15,NA,"IPT ÑUBLE (CHILLAN)",NA,26,"40 o menos","Independiente",1981,4,15,41,"Entre 1981 a 1990","16"
"Ñuble",16010111,"SINDICATO DE TRABAJADORES INDEPENDIENTES MERCADO PERSA SAN RAFAEL","ACTIVO","217017",56,57,1988-11-11,"477102 VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS","IPT ÑUBLE (CHILLAN)",NA,113,"Entre 101 y 200","Independiente",1988,11,11,33,"Entre 1981 a 1990","16"
"Ñuble",16010132,"SINDICATO TRABAJADORES INDEPENDIENTE COMERCIANTES DE FERIAS LIBRES DE LA COMUNA DE COELEMU","ACTIVO",NA,5,33,1990-11-14,NA,"IPT ÑUBLE (CHILLAN)",NA,38,"40 o menos","Independiente",1990,11,14,31,"Entre 1981 a 1990","16"
"Ñuble",16010176,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE PESCA ARTESANAL, ARMADORES, BUZOS MARISCADORES, RECOLECTORES DE ORILLA Y ACTIVIDADES CONEXAS DE LA CALETA DE COBQUECURA.","ACTIVO",NA,35,3,1994-01-11,"32140 SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA","IPT ÑUBLE (CHILLAN)",NA,38,"40 o menos","Independiente",1994,1,11,28,"Entre 1991 a 2000","16"
"Ñuble",16010178,"SINDICATO TRABAJADORES INDEPENDIENTES AGRICOLAS CAMPESINOS POR LA TIERRA","ACTIVO",NA,30,7,1994-03-12,"12801 CULTIVO DE ESPECIAS","IPT ÑUBLE (CHILLAN)",NA,37,"40 o menos","Independiente",1994,3,12,28,"Entre 1991 a 2000","16"
"Ñuble",16010214,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE LA FERIA LIBRE DE LA COMUNA DE BULNES","ACTIVO",NA,34,58,1999-02-26,"472103 VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE FRUTAS Y VERDURAS (VERDULERÍAS)","IPT ÑUBLE (CHILLAN)",NA,92,"Entre 51 y 100","Independiente",1999,2,26,23,"Entre 1991 a 2000","16"
"Biobio",8030033,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE SUPLEMENTEROS DE LA PROVINCIA DE BIO-BIO","ACTIVO",NA,12,11,1969-05-27,NA,"IPT BIOBIO (LOS ANGELES)",NA,23,"40 o menos","Independiente",1969,5,27,52,"Entre 1961 a 1970","08"
"Biobio",8030034,"SINDICATO DE TAXIS DE LA PROVINCIA DE BIO-BIO","ACTIVO",NA,23,1,1930-01-06,NA,"IPT BIOBIO (LOS ANGELES)",NA,24,"40 o menos","Independiente",1930,1,6,92,"Entre 1900 a 1950","08"
"Biobio",8030043,"SINDICATO DE TRABAJADORES COMERCIANTES DE PAQUETERIAS Y RAMOS SIMILARES FERIA LIBRE Y AMBULANTES DE LOS ANGELES","ACTIVO",NA,20,16,1981-06-04,NA,"IPT BIOBIO (LOS ANGELES)",NA,36,"40 o menos","Independiente",1981,6,4,40,"Entre 1981 a 1990","08"
"Biobio",8030094,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE TAXIS COLECTIVOS DE LAJA","ACTIVO","(43) 462892",32,11,1990-07-26,NA,"IPT BIOBIO (LOS ANGELES)",NA,43,"Entre 41 y 50","Independiente",1990,7,26,31,"Entre 1981 a 1990","08"
"Biobio",8030121,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE TRANSPORTE PUBLICO DE PASAJEROS LINEA 001, NACIMIENTO","ACTIVO",NA,43,12,1991-08-14,NA,"IPT BIOBIO (LOS ANGELES)",NA,55,"Entre 51 y 100","Independiente",1991,8,14,30,"Entre 1991 a 2000","08"
"Biobio",8030122,"SINDICATO DE TRABAJADORES INDEPENDIENTES COMERCIANTES FERIAS LIBRES Y AMBULANTES DE LAJA","ACTIVO",NA,40,51,1991-08-27,NA,"IPT BIOBIO (LOS ANGELES)",NA,91,"Entre 51 y 100","Independiente",1991,8,27,30,"Entre 1991 a 2000","08"
"Biobio",8030150,"SINDICATO DE TRABAJADORES INDEPENDIENTE DEL TRANSPORTE PUBLICO DE PASAJEROS LINEA AZUL","ACTIVO","324978",21,11,1994-10-04,NA,"IPT BIOBIO (LOS ANGELES)",NA,32,"40 o menos","Independiente",1994,10,4,27,"Entre 1991 a 2000","08"
"Biobio",8030175,"SINDICATO DE TRABAJADORES INDEPENDIENTES COMERCIANTES AMBULANTES","ACTIVO",NA,11,16,1997-12-12,NA,"IPT BIOBIO (LOS ANGELES)",NA,27,"40 o menos","Independiente",1997,12,12,24,"Entre 1991 a 2000","08"
"Biobio",8030178,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE TAXIS COLECTIVOS UNION","ACTIVO",NA,8,2,1999-02-10,NA,"IPT BIOBIO (LOS ANGELES)",NA,10,"40 o menos","Independiente",1999,2,10,23,"Entre 1991 a 2000","08"
"Biobio",8040012,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE TAXISTAS Y TAXIS COLECTIVO "" RUTA SUR"".","ACTIVO",NA,25,0,1982-05-26,NA,"IPT ARAUCO (LEBU)",NA,25,"40 o menos","Independiente",1982,5,26,39,"Entre 1981 a 1990","08"
"Biobio",8040032,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE LA PESCA ARTESANAL, BUZOS MARISCADORES Y ACTIVIDADES CONEXAS DE LA CALETA DE QUIDICO","ACTIVO",NA,57,0,1990-05-29,NA,"IPT ARAUCO (LEBU)",NA,57,"Entre 51 y 100","Independiente",1990,5,29,31,"Entre 1981 a 1990","08"
"Biobio",8040034,"SINDICATO DE TRABAJADORES DE LA PESCA ARTESANAL Y ACTIVIDADES CONEXAS DE CALETA YANI","ACTIVO",NA,23,12,1990-07-18,NA,"IPT ARAUCO (LEBU)",NA,35,"40 o menos","Independiente",1990,7,18,31,"Entre 1981 a 1990","08"
"Biobio",8040040,"SINDICATO DE COMERCIANTES DE FERIAS LIBRES Y RAMOS SIMILARES DE LOS ALAMOS","ACTIVO",NA,58,74,1992-08-13,NA,"IPT ARAUCO (LEBU)",NA,132,"Entre 101 y 200","Independiente",1992,8,13,29,"Entre 1991 a 2000","08"
"Biobio",8040053,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE LA FERIA TECHADA DE CALLE RIOSECO DE LEBU","ACTIVO",NA,3,16,1999-04-16,NA,"IPT ARAUCO (LEBU)",NA,19,"40 o menos","Independiente",1999,4,16,23,"Entre 1991 a 2000","08"
"Biobio",8050048,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE PESCADORES ARTESANALES CALETA EL SOLDADO DE TALCAHUANO","ACTIVO",NA,62,4,1941-10-05,NA,"ICT TALCAHUANO",NA,66,"Entre 51 y 100","Independiente",1941,10,5,80,"Entre 1900 a 1950","08"
"Biobio",8050055,"SINDICATO DE TRABAJADORES INDEPENDIENTES .COMERCIANTES.ESTABLECIDOS EN PESCADOS Y MARISCOS PUERTO DE .TALCAHUANO","ACTIVO",NA,14,13,1971-05-06,NA,"ICT TALCAHUANO",NA,27,"40 o menos","Independiente",1971,5,6,51,"Entre 1971 a 1980","08"
"Biobio",8050057,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALES DE CALETA TUMBES TALCAHUANO","ACTIVO",NA,178,3,1937-12-28,NA,"ICT TALCAHUANO",NA,181,"Entre 101 y 200","Independiente",1937,12,28,84,"Entre 1900 a 1950","08"
"Biobio",8050063,"SINDICATO COMERCIAL DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALES DE CALETA EL MORRO","ACTIVO",NA,84,5,1981-07-24,NA,"ICT TALCAHUANO",NA,89,"Entre 51 y 100","Independiente",1981,7,24,40,"Entre 1981 a 1990","08"
"Biobio",8050090,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE LA PESCA ARTESANAL, BUZOS MARISCADORES, ALGUEROS, ACUICULTORES Y ACTIVIDADES CONEXAS DE LA CALETA ISLA ROCUANT","ACTIVO",NA,74,28,1983-09-06,NA,"ICT TALCAHUANO",NA,102,"Entre 101 y 200","Independiente",1983,9,6,38,"Entre 1981 a 1990","08"
"Biobio",8050118,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALES BUZOS MARISCADORES , ALGUEROS, ACUICULTORES Y ACTIVIDADES CONEXAS DE LA CALETA PERONE","ACTIVO",NA,18,15,1987-07-02,NA,"ICT TALCAHUANO",NA,33,"40 o menos","Independiente",1987,7,2,34,"Entre 1981 a 1990","08"
"Biobio",8050129,"SINDICATO DE TRABAJADORES INDEPENDIENTES Nº 3 DE FERIAS LIBRES DE TALCAHUANO","ACTIVO",NA,20,16,1988-06-27,NA,"ICT TALCAHUANO",NA,36,"40 o menos","Independiente",1988,6,27,33,"Entre 1981 a 1990","08"
"Biobio",8050178,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALES Y RAMOS AFINES HERMANDAD PORTEÑA","ACTIVO",NA,27,6,1991-02-15,NA,"ICT TALCAHUANO",NA,33,"40 o menos","Independiente",1991,2,15,31,"Entre 1991 a 2000","08"
"Biobio",8050202,"SINDICATO DE TRABAJADORES INDEPENDIENTES Nº 4, DE FERIAS LIBRES DE TALCAHUANO","ACTIVO",NA,19,21,1992-08-17,NA,"ICT TALCAHUANO",NA,40,"40 o menos","Independiente",1992,8,17,29,"Entre 1991 a 2000","08"
"Biobio",8050210,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALES Y BUZOS,MARISCADORES DE CALETA CANTERA","ACTIVO",NA,54,1,1993-02-15,NA,"ICT TALCAHUANO",NA,55,"Entre 51 y 100","Independiente",1993,2,15,29,"Entre 1991 a 2000","08"
"Biobio",8050216,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALES , BUZOS MARISCADORES Y ACTIVIDADES CONEXAS DE LA CALETA SAN VICENTE","ACTIVO",NA,53,1,1993-09-10,"31120 PESCA MARÍTIMA ARTESANAL","ICT TALCAHUANO",NA,54,"Entre 51 y 100","Independiente",1993,9,10,28,"Entre 1991 a 2000","08"
"Biobio",8050223,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE JINETES DE CABALLOS FINA SANGRE CARRERAS CLUB .HIPICO CONCEPCION","ACTIVO",NA,25,0,1995-01-25,NA,"ICT TALCAHUANO",NA,25,"40 o menos","Independiente",1995,1,25,27,"Entre 1991 a 2000","08"
"Biobio",8050224,"SINDICATO DE TRABAJADORES INDEPENDIENTES SUPLEMENTEROS DE LA COMUNA DE TALCAHUANO","ACTIVO",NA,8,17,1995-03-03,"476102 VENTA AL POR MENOR DE DIARIOS Y REVISTAS EN COMERCIOS ESPECIALIZADOS","ICT TALCAHUANO",NA,25,"40 o menos","Independiente",1995,3,3,27,"Entre 1991 a 2000","08"
"Biobio",8050225,"SINDICATO DE TRABAJADORES INDEPENDIEnTES SITRAFEL","ACTIVO",NA,15,11,1995-03-27,"472103 VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE FRUTAS Y VERDURAS (VERDULERÍAS)","ICT TALCAHUANO",NA,26,"40 o menos","Independiente",1995,3,27,27,"Entre 1991 a 2000","08"
"Biobio",8060023,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALES, ARMADORES Y ACTIVIDADES CONEXAS DE CALETA COCHOLGUE","ACTIVO",NA,171,7,1981-06-17,"31120 PESCA MARÍTIMA ARTESANAL","ICT TOME",NA,178,"Entre 101 y 200","Independiente",1981,6,17,40,"Entre 1981 a 1990","08"
"Biobio",8060024,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALES, ARMADORES Y ACTIVIDADES CONEXAS DE TOME LOS BAGRES","ACTIVO",NA,26,3,1981-09-16,NA,"ICT TOME",NA,29,"40 o menos","Independiente",1981,9,16,40,"Entre 1981 a 1990","08"
"Biobio",8060027,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES DE LA CALETA COLIUMO","ACTIVO",NA,88,2,1986-02-22,NA,"ICT TOME",NA,90,"Entre 51 y 100","Independiente",1986,2,22,36,"Entre 1981 a 1990","08"
"Biobio",8060030,"SINDICATO DE TRABAJADORES INDEPENDIENTES DEL MAR Y ACUICULTORES DE LA PESCA ARTESANAL CALETA DICHATO","ACTIVO","683383",86,3,1988-07-13,NA,"ICT TOME",NA,89,"Entre 51 y 100","Independiente",1988,7,13,33,"Entre 1981 a 1990","08"
"Biobio",8060034,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE COMERCIANTES DE FERIAS LIBRES Y AMBULANTES DE TOME Nº1","ACTIVO",NA,39,69,1990-11-20,NA,"ICT TOME",NA,108,"Entre 101 y 200","Independiente",1990,11,20,31,"Entre 1981 a 1990","08"
"Biobio",8060042,"SINDICATO DE TRABAJADORES INDEPENDIENTES BUZOS MARISCADORES, ALGUEROS, PESCADORES Y ACTIVIDADES CONEXAS DE LA CALETA COCHOLGUE","ACTIVO",NA,13,7,1993-10-30,NA,"ICT TOME",NA,20,"40 o menos","Independiente",1993,10,30,28,"Entre 1991 a 2000","08"
"Biobio",8060043,"SINDICATO DE TRABAJADORES INDEPENDIENTES ,AYUDANTES DE BUZOS,PESCADORES ARTESANALES Y ALGUERAS Y ACTIVIDAES CONEXAS DE LAS CALETAS TOME Y QUICHIUTO","ACTIVO","09-2648501",57,0,1993-11-15,NA,"ICT TOME",NA,57,"Entre 51 y 100","Independiente",1993,11,15,28,"Entre 1991 a 2000","08"
"Biobio",8060049,"SINDICATO INDEPENDIENTE DE PESCADORES DE LAS CALETAS COLIUMO -PUREMA","ACTIVO",NA,32,0,1999-09-15,NA,"ICT TOME",NA,32,"40 o menos","Independiente",1999,9,15,22,"Entre 1991 a 2000","08"
"Ñuble",16010481,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALES, BUZOS MARISCADORES, ALGUEROS ACUICULTORES Y ACTIVIDADES CONEXAS DE PERALES, VEGAS DE ITATA, LORPULLA Y PUREMA.","ACTIVO",NA,35,35,1999-10-27,"31130 RECOLECCIÓN Y EXTRACCIÓN DE PRODUCTOS MARINOS","IPT ÑUBLE (CHILLAN)",NA,70,"Entre 51 y 100","Independiente",1999,10,27,22,"Entre 1991 a 2000","16"
"Biobio",8070043,"SINDICATO DE TRABAJADORES INDEPENDIENTES DEL MAR CALETA COLCURA DE LOTA","ACTIVO",NA,22,11,1984-02-18,NA,"ICT CORONEL",NA,33,"40 o menos","Independiente",1984,2,18,38,"Entre 1981 a 1990","08"
"Biobio",8010647,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALES Y ACTIVIDADES CONEXAS DE LA CALETA BOCA SUR","ACTIVO",NA,37,8,1987-06-30,NA,"IPT CONCEPCION",NA,45,"Entre 41 y 50","Independiente",1987,6,30,34,"Entre 1981 a 1990","08"
"Biobio",8070061,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALAES Y ACTIVIDADES CONEXAS DE LAS CALETAS DE PUEBLO HUNDIDO, LA CONCHILLA Y EL MORRO DE LOTA","ACTIVO",NA,37,0,1987-10-06,NA,"ICT CORONEL",NA,37,"40 o menos","Independiente",1987,10,6,34,"Entre 1981 a 1990","08"
"Biobio",8070091,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE TAXIS COLECTIVOS LINEA Nº 3 DE LOTA","ACTIVO","041-871533",22,11,1990-12-04,NA,"ICT CORONEL",NA,33,"40 o menos","Independiente",1990,12,4,31,"Entre 1981 a 1990","08"
"Biobio",8070106,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALES, LANCHEROS, ACUICULTORES Y ACTIVIDADES CONEXAS DE CALETA LOTA BAJO","ACTIVO","041-878025",194,0,1991-12-20,NA,"ICT CORONEL",NA,194,"Entre 101 y 200","Independiente",1991,12,20,30,"Entre 1991 a 2000","08"
"Biobio",8070159,"SINDICATO DE TRABAJADORES INDEPENDIENTES DEL COMERCIO EN FERIAS LIBRE DE ROPA AMERICANA, PAQUETERIA Y OTROS DE LA COMUNA DE CORONEL ""SINRAP""","ACTIVO",NA,15,22,1998-08-17,NA,"ICT CORONEL",NA,37,"40 o menos","Independiente",1998,8,17,23,"Entre 1991 a 2000","08"
"Biobio",8080006,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALES, BUZOS MARISCADORES ACUICULTORES Y ALGUEROS "" RIO TUBUL ""","ACTIVO",NA,42,27,1983-11-27,NA,"ICT ARAUCO",NA,69,"Entre 51 y 100","Independiente",1983,11,27,38,"Entre 1981 a 1990","08"
"Biobio",8080008,"SINDICATO DE TRABAJADORES INDEPENDIENTES ARTESANALES DEL MAR CALETA LARAQUETE","ACTIVO",NA,30,0,1985-08-20,NA,"ICT ARAUCO",NA,30,"40 o menos","Independiente",1985,8,20,36,"Entre 1981 a 1990","08"
"Biobio",8080009,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE TAXIS COLECTIVOS DE ARAUCO-CARAMPANGUE","ACTIVO",NA,10,1,1986-05-22,NA,"ICT ARAUCO",NA,11,"40 o menos","Independiente",1986,5,22,35,"Entre 1981 a 1990","08"
"Biobio",8080012,"SINDICATO DE TRABAJADORES PESCADORES INDEPENDIENTES DE CALETA ARAUCO","ACTIVO",NA,28,29,1987-07-30,NA,"ICT ARAUCO",NA,57,"Entre 51 y 100","Independiente",1987,7,30,34,"Entre 1981 a 1990","08"
"Biobio",8080013,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALES Y ACTIVIDADES CONEXAS DE LA CALETA RUMENA","ACTIVO",NA,30,0,1987-12-20,NA,"ICT ARAUCO",NA,30,"40 o menos","Independiente",1987,12,20,34,"Entre 1981 a 1990","08"
"Biobio",8080014,"SINDICATO DE TRABAJADORES INDEPENDIENTES PESCADORES ARTESANALES,ALGUEROS,BUZOS MARISC.,ARMADORES ARTES.,ACUICULT.,Y ACT.CONEX.,CALETA PTA.LAVAPIE,SECTOR PUERTO NUEVO.","ACTIVO",NA,17,12,1988-04-18,NA,"ICT ARAUCO",NA,29,"40 o menos","Independiente",1988,4,18,34,"Entre 1981 a 1990","08"
"Biobio",8080018,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE LA PESCA ARTESANAL, BUZOS MARISCADORES Y ACTIVIDADES CONEXAS DE LA CALETA LLICO","ACTIVO","6818990-3209145-(09)",43,0,1991-06-20,NA,"ICT ARAUCO",NA,43,"Entre 41 y 50","Independiente",1991,6,20,30,"Entre 1991 a 2000","08"
"Biobio",8080024,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE PESCADORES ARTESANALES, BUZOS MARISCADORES Y ALGUEROS ACUICULTORES Y ACTIVIDADES CONEXAS DE CALETA LOS PIURES.","ACTIVO",NA,16,12,1993-10-04,NA,"ICT ARAUCO",NA,28,"40 o menos","Independiente",1993,10,4,28,"Entre 1991 a 2000","08"
"Biobio",8080027,"SINDICATOS DE BUZOS MARISCADORES EXTRACTORES DE PRODUCTOS MARINOS Y TRABAJADORES INDEPENDIENTES DE PESCADORES ARTESANALES DE LA CALETA DE TUBUL","ACTIVO",NA,41,0,1997-10-07,NA,"ICT ARAUCO",NA,41,"Entre 41 y 50","Independiente",1997,10,7,24,"Entre 1991 a 2000","08"
"Ñuble",16020022,"SINDICATO DE TRABAJADORES INDEPENDIENTES COMERCIANTES DE FERIAS LIBRES DE SAN CARLOS ""ARTURO PRAT""","ACTIVO",NA,113,167,1993-02-09,NA,"ICT SAN CARLOS",NA,280,"Más de 200","Independiente",1993,2,9,29,"Entre 1991 a 2000","16"
"Ñuble",16020033,"SINDICATO DE TRABAJADORES INDEPENDIENTES ARENEROS DE ÑUBLE","ACTIVO",NA,51,2,1991-09-13,NA,"ICT SAN CARLOS",NA,53,"Entre 51 y 100","Independiente",1991,9,13,30,"Entre 1991 a 2000","16"
"Biobio",8130007,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE LA PESCA ARTESANAL, BUZOS MARISCADORES Y ACTIVIDADES CONEXAS DE LA CALETA DE TIRUA.","ACTIVO",NA,23,1,1991-02-05,NA,"ICT CAÑETE",NA,24,"40 o menos","Independiente",1991,2,5,31,"Entre 1991 a 2000","08"
"Biobio",8130012,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE LA PESCA ARTESANAL, BUZOS MARISCADORES Y ACTIVIDADES CONEXAS DE CALETA ISLA MOCHA.","ACTIVO","71513478",33,0,1992-08-07,NA,"ICT CAÑETE",NA,33,"40 o menos","Independiente",1992,8,7,29,"Entre 1991 a 2000","08"
"Biobio",8130015,"SINDICATO DE COMERCIANTES DE FERIAS LIBRES Y RAMOS SIMILARES DE CAÑETE","ACTIVO",NA,10,34,1995-11-07,NA,"ICT CAÑETE",NA,44,"Entre 41 y 50","Independiente",1995,11,7,26,"Entre 1991 a 2000","08"
"Araucania",9010031,"SINDICATO DE TRABAJADORES COMERCIANTES INDEPENDIENTES DEL CENTRO COMERCIAL PINTO NORTE","ACTIVO",NA,93,54,1937-11-24,NA,"IPT TEMUCO",NA,147,"Entre 101 y 200","Independiente",1937,11,24,84,"Entre 1900 a 1950","09"
"Araucania",9010048,"SINDICATO DE TRABAJADORES INDEPENDIENTES SUPLEMENTEROS DE LA IX REGION DE LA ARAUCANIA","ACTIVO","272457",49,58,1981-01-19,NA,"IPT TEMUCO",NA,107,"Entre 101 y 200","Independiente",1981,1,19,41,"Entre 1981 a 1990","09"
"Araucania",9010050,"SINDICATO DE TRABAJADORES INDEPENDIENTES SUPLEMENTEROS DE LA PROVINCIA DE CAUTIN","ACTIVO",NA,6,13,1981-02-11,NA,"IPT TEMUCO",NA,19,"40 o menos","Independiente",1981,2,11,41,"Entre 1981 a 1990","09"
"Araucania",9010055,"SINDICATO DE TRABAJADORES INDEPENDIENTES LINEA Nº14 TEMUCO","ACTIVO",NA,75,14,1982-03-13,NA,"IPT TEMUCO",NA,89,"Entre 51 y 100","Independiente",1982,3,13,40,"Entre 1981 a 1990","09"
"Araucania",9010057,"SINDICATO DE TRABAJADORES INDEPENDIENTES TAXIS COLECTIVOS LINEA 18","ACTIVO",NA,88,15,1982-12-04,NA,"IPT TEMUCO",NA,103,"Entre 101 y 200","Independiente",1982,12,4,39,"Entre 1981 a 1990","09"
"Araucania",9090009,"SINDICATO DE TRABAJADORES INDEPENDIENTES DE PESCADORES ARTESANALES "" LA BARRA DE TOLTEN ""","ACTIVO",NA,50,8,1984-06-02,NA,"ICT PITRUFQUEN",NA,58,"Entre 51 y 100","Independiente",1984,6,2,37,"Entre 1981 a 1990","09"
